PERMNO,HdrCUSIP,Ticker,PERMCO,MthCalDt,MthPrc,MthCap,MthRet,ShrOut,MthPrc_Abs,DateKey,Mkt-RF,SMB,HML,RMW,CMA,RF,ExcessRet,y_next,ret_lag1,ret_lag2,ret_lag3,history_len,log_size,predicted_return,rank
10026,46603210,JJSF,7976,2024-10-31,164.12,3193775.2,-0.046479,19460,164.12,202410,-0.01,-0.0089,0.0086,-0.0148,0.0098,0.0039,-0.050379,0.05492,0.012017,0.004032,0.034485,354,14.976714223313982,0.000794244569885604,1.0
10028,29402E10,ELA,7978,2024-10-31,5.26,137149.24,-0.040146,26074,5.26,202410,-0.01,-0.0089,0.0086,-0.0148,0.0098,0.0039,-0.044046,0.269764,0.11209,-0.30211295,0.013163,64,11.828824954972342,0.000794244569885604,2.0
10032,72913210,PLXS,7980,2024-10-31,144.1,3908280.2,0.054056,27122,144.1,202410,-0.01,-0.0089,0.0086,-0.0148,0.0098,0.0039,0.050156,0.136874,0.0631299999999999,-0.0052679999999999,0.237698,354,15.178607988653368,0.000794244569885604,3.0
10065,00621210,ADX,20023,2024-10-31,21.66,2440865.4,0.004638,112690,21.66,202410,-0.01,-0.0089,0.0086,-0.0148,0.0098,0.0039,0.0007379999999999,0.036831,0.0044189999999999,0.012172,-0.004965,354,14.70786320651924,0.000794244569885604,4.0
10104,68389X10,ORCL,8045,2024-10-31,167.84,465095213.92,-0.012777,2771063,167.84,202410,-0.01,-0.0089,0.0086,-0.0148,0.0098,0.0039,-0.016677,0.097287,0.20203,0.008395,-0.014127,354,19.957752703709215,0.000794244569885604,5.0
10107,59491810,MSFT,8048,2024-10-31,406.35,3021163894.35,-0.055659,7434881,406.35,202410,-0.01,-0.0089,0.0086,-0.0148,0.0098,0.0039,-0.059559,0.040202,0.027548,-0.0059159999999999,-0.068489,354,21.82890798956756,0.000794244569885604,6.0
10026,46603210,JJSF,7976,2024-11-29,173.79,3385081.62,0.05892,19478,173.79,202411,0.0649,0.0458999999999999,0.0015,-0.0231,-0.0204999999999999,0.004,0.05492,-0.1068529999999999,-0.050379,0.012017,0.004032,355,15.034888576297789,-0.027482006755495857,1920.0
10028,29402E10,ELA,7978,2024-11-29,6.7,174173.2,0.273764,25996,6.7,202411,0.0649,0.0458999999999999,0.0015,-0.0231,-0.0204999999999999,0.004,0.269764,0.067942,-0.044046,0.11209,-0.30211295,65,12.06780548541116,-0.029932077629573547,4614.0
10032,72913210,PLXS,7980,2024-11-29,164.4,4453924.8,0.140874,27092,164.4,202411,0.0649,0.0458999999999999,0.0015,-0.0231,-0.0204999999999999,0.004,0.136874,-0.051875,0.050156,0.0631299999999999,-0.0052679999999999,355,15.309296242956874,-0.027482006755495857,1921.0
10065,00621210,ADX,20023,2024-11-29,20.57,2318033.3,0.040831,112690,20.57,202411,0.0649,0.0458999999999999,0.0015,-0.0231,-0.0204999999999999,0.004,0.036831,-0.0216869999999999,0.0007379999999999,0.0044189999999999,0.012172,355,14.65622966861126,-0.027482006755495857,1922.0
10104,68389X10,ORCL,8045,2024-11-29,184.84,512203284.92,0.101287,2771063,184.84,202411,0.0649,0.0458999999999999,0.0015,-0.0231,-0.0204999999999999,0.004,0.097287,-0.1021639999999999,-0.016677,0.20203,0.008395,355,20.054232145063292,-0.027482006755495857,1923.0
10107,59491810,MSFT,8048,2024-11-29,423.46,3148374708.26,0.044202,7434881,423.46,202411,0.0649,0.0458999999999999,0.0015,-0.0231,-0.0204999999999999,0.004,0.040202,-0.008329,-0.059559,0.027548,-0.0059159999999999,355,21.870152190996137,-0.027482006755495857,1924.0
10026,46603210,JJSF,7976,2024-12-31,155.13,3021777.27,-0.103153,19479,155.13,202412,-0.0315,-0.0383,-0.03,0.0189,-0.0121,0.0037,-0.1068529999999999,-0.119087,0.05492,-0.050379,0.012017,356,14.921355716252837,-0.00516359867375272,1.0
10028,29402E10,ELA,7978,2024-12-31,7.18,186651.28,0.071642,25996,7.18,202412,-0.0315,-0.0383,-0.03,0.0189,-0.0121,0.0037,0.067942,-0.035733,0.269764,-0.044046,0.11209,66,12.136997342074372,-0.00516359867375272,2.0
10032,72913210,PLXS,7980,2024-12-31,156.48,4234661.76,-0.048175,27062,156.48,202412,-0.0315,-0.0383,-0.03,0.0189,-0.0121,0.0037,-0.051875,-0.098089,0.136874,0.050156,0.0631299999999999,356,15.258814015110095,-0.00516359867375272,3.0
10065,00621210,ADX,20023,2024-12-31,20.2,2276338.0,-0.017987,112690,20.2,202412,-0.0315,-0.0383,-0.03,0.0189,-0.0121,0.0037,-0.0216869999999999,0.034442,0.036831,0.0007379999999999,0.0044189999999999,356,14.638078569353556,-0.00516359867375272,4.0
10104,68389X10,ORCL,8045,2024-12-31,166.64,466084747.84,-0.098464,2796956,166.64,202412,-0.0315,-0.0383,-0.03,0.0189,-0.0121,0.0037,-0.1021639999999999,0.019465,0.097287,-0.016677,0.20203,356,19.95987803787257,-0.00516359867375272,5.0
10107,59491810,MSFT,8048,2024-12-31,421.5,3133802341.5,-0.004629,7434881,421.5,202412,-0.0315,-0.0383,-0.03,0.0189,-0.0121,0.0037,-0.008329,-0.018979,0.040202,-0.059559,0.027548,356,21.865512909810256,-0.00516359867375272,6.0
10026,46603210,JJSF,7976,2025-01-31,137.23,2673103.17,-0.115387,19479,137.23,202501,0.0279999999999999,-0.0123,0.0163,-0.0235,-0.0324,0.0037,-0.119087,-0.045492,-0.1068529999999999,0.05492,-0.050379,357,14.798750591458138,0.041025371123270926,1191.0
10028,29402E10,ELA,7978,2025-01-31,6.95,180672.2,-0.032033,25996,6.95,202501,0.0279999999999999,-0.0123,0.0163,-0.0235,-0.0324,0.0037,-0.035733,-0.092509,0.067942,0.269764,-0.044046,67,12.10443961859094,0.041025371123270926,1192.0
10032,72913210,PLXS,7980,2025-01-31,141.71,3831838.4,-0.094389,27040,141.71,202501,0.0279999999999999,-0.0123,0.0163,-0.0235,-0.0324,0.0037,-0.098089,-0.065328,-0.051875,0.136874,0.050156,357,15.15885524599368,0.041025371123270926,1193.0
10065,00621210,ADX,20023,2025-01-31,20.5,2310145.0,0.038142,112690,20.5,202501,0.0279999999999999,-0.0123,0.0163,-0.0235,-0.0324,0.0037,0.034442,-0.022812,-0.0216869999999999,0.036831,0.0007379999999999,357,14.652820851090755,0.041025371123270926,1194.0
10104,68389X10,ORCL,8045,2025-01-31,170.06,475650337.36,0.023165,2796956,170.06,202501,0.0279999999999999,-0.0123,0.0163,-0.0235,-0.0324,0.0037,0.019465,-0.026821,-0.1021639999999999,0.097287,-0.016677,357,19.9801935568775,0.041025371123270926,1195.0
10107,59491810,MSFT,8048,2025-01-31,415.06,3085548568.92,-0.015279,7433982,415.06,202501,0.0279999999999999,-0.0123,0.0163,-0.0235,-0.0324,0.0037,-0.018979,-0.0449279999999999,-0.008329,0.040202,-0.059559,357,21.84999529662241,0.041025371123270926,1196.0
10026,46603210,JJSF,7976,2025-02-28,131.44,2561765.6,-0.042192,19490,131.44,202502,-0.0243,-0.0491,0.0491,0.0108,0.0306,0.0033,-0.045492,0.004709,-0.119087,-0.1068529999999999,0.05492,358,14.75620726623062,-0.05667519765272746,4163.0
10028,29402E10,ELA,7978,2025-02-28,6.33,164554.68,-0.089209,25996,6.33,202502,-0.0243,-0.0491,0.0491,0.0108,0.0306,0.0033,-0.092509,-0.019198,-0.035733,0.067942,0.269764,68,12.010998195170323,-0.03077002595465945,234.0
10032,72913210,PLXS,7980,2025-02-28,132.92,3594156.8,-0.062028,27040,132.92,202502,-0.0243,-0.0491,0.0491,0.0108,0.0306,0.0033,-0.065328,-0.039437,-0.098089,-0.051875,0.136874,358,15.094819973643292,-0.05152380867364248,2860.0
10065,00621210,ADX,20023,2025-02-28,20.1,2363197.2,-0.019512,117572,20.1,202502,-0.0243,-0.0491,0.0491,0.0108,0.0306,0.0033,-0.022812,-0.058624,0.034442,-0.0216869999999999,0.036831,358,14.675526005924429,-0.03609663647665394,1780.0
10104,68389X10,ORCL,8045,2025-02-28,166.06,464462513.36,-0.023521,2796956,166.06,202502,-0.0243,-0.0491,0.0491,0.0108,0.0306,0.0033,-0.026821,-0.1614749999999999,0.019465,-0.1021639999999999,0.097287,358,19.95639140975374,-0.05667519765272746,4164.0
10107,59491810,MSFT,8048,2025-02-28,396.99,2951216514.18,-0.041628,7433982,396.99,202502,-0.0243,-0.0491,0.0491,0.0108,0.0306,0.0033,-0.0449279999999999,-0.057809,-0.018979,-0.008329,0.040202,358,21.805483299981965,-0.03553158318153778,1172.0
10026,46603210,JJSF,7976,2025-03-31,131.72,2562349.16,0.008109,19453,131.72,202503,-0.0639,-0.0149,0.0289999999999999,0.0210999999999999,-0.0046999999999999,0.0034,0.004709,-0.019671,-0.045492,-0.119087,-0.1068529999999999,359,14.75643503630598,0.10220306338016752,521.0
10028,29402E10,ELA,7978,2025-03-31,6.23,161936.39,-0.015798,25993,6.23,202503,-0.0639,-0.0149,0.0289999999999999,0.0210999999999999,-0.0046999999999999,0.0034,-0.019198,0.018972,-0.092509,-0.035733,0.067942,69,11.99495888278464,0.03977834628639009,4891.0
10032,72913210,PLXS,7980,2025-03-31,128.13,3475141.86,-0.036037,27122,128.13,202503,-0.0639,-0.0149,0.0289999999999999,0.0210999999999999,-0.0046999999999999,0.0034,-0.039437,-0.047986,-0.065328,-0.098089,-0.051875,359,15.061145859169375,0.07173523658746545,980.0
10065,00621210,ADX,20023,2025-03-31,18.99,2232692.28,-0.055224,117572,18.99,202503,-0.0639,-0.0149,0.0289999999999999,0.0210999999999999,-0.0046999999999999,0.0034,-0.058624,0.01415,-0.022812,0.034442,-0.0216869999999999,359,14.618718715683592,0.06686723249246615,1772.0
10104,68389X10,ORCL,8045,2025-03-31,139.81,392059955.54,-0.158075,2804234,139.81,202503,-0.0639,-0.0149,0.0289999999999999,0.0210999999999999,-0.0046999999999999,0.0034,-0.1614749999999999,0.006783,-0.026821,0.019465,-0.1021639999999999,359,19.786925333865536,0.0692580392032153,1073.0
10107,59491810,MSFT,8048,2025-03-31,375.39,2790642502.98,-0.054409,7433982,375.39,202503,-0.0639,-0.0149,0.0289999999999999,0.0210999999999999,-0.0046999999999999,0.0034,-0.057809,0.049432,-0.0449279999999999,-0.018979,-0.008329,359,21.74953769407397,0.06686723249246615,1773.0
10026,46603210,JJSF,7976,2025-04-30,129.59,2520914.27,-0.016171,19453,129.59,202504,-0.0084,-0.0186,-0.034,-0.0285,-0.0266999999999999,0.0034999999999999,-0.019671,-0.115074,0.004709,-0.045492,-0.119087,360,14.74013219924514,0.02445840305081385,1.0
10028,29402E10,ELA,7978,2025-04-30,6.37,165575.41,0.022472,25993,6.37,202504,-0.0084,-0.0186,-0.034,-0.0285,-0.0266999999999999,0.0034999999999999,0.018972,-0.093282,-0.019198,-0.092509,-0.035733,70,12.01718201956935,0.02445840305081385,2.0
10032,72913210,PLXS,7980,2025-04-30,122.43,3316628.7,-0.044486,27090,122.43,202504,-0.0084,-0.0186,-0.034,-0.0285,-0.0266999999999999,0.0034999999999999,-0.047986,0.068323,-0.039437,-0.065328,-0.098089,360,15.014459373164964,0.02445840305081385,3.0
10065,00621210,ADX,20023,2025-04-30,18.86,2241756.18,0.01765,118863,18.86,202504,-0.0084,-0.0186,-0.034,-0.0285,-0.0266999999999999,0.0034999999999999,0.01415,0.079975,-0.058624,-0.022812,0.034442,360,14.622770125585337,0.02445840305081385,4.0
10104,68389X10,ORCL,8045,2025-04-30,140.72,394611808.48,0.010283,2804234,140.72,202504,-0.0084,-0.0186,-0.034,-0.0285,-0.0266999999999999,0.0034999999999999,0.006783,0.172508,-0.1614749999999999,-0.026821,0.019465,360,19.793413076295103,0.02445840305081385,5.0
10107,59491810,MSFT,8048,2025-04-30,395.26,2937787341.44,0.052932,7432544,395.26,202504,-0.0084,-0.0186,-0.034,-0.0285,-0.0266999999999999,0.0034999999999999,0.049432,0.163035,-0.057809,-0.0449279999999999,-0.018979,360,21.800922529995336,0.02445840305081385,6.0
10026,46603210,JJSF,7976,2025-05-30,115.17,2240632.35,-0.111274,19455,115.17,202505,0.0605999999999999,-0.0072,-0.0288,0.0129,0.0250999999999999,0.0038,-0.115074,-0.011816,-0.019671,0.004709,-0.045492,361,14.62226868309947,-0.030575349097400978,1.0
10028,29402E10,ELA,7978,2025-05-30,5.8,150771.0,-0.089482,25995,5.8,202505,0.0605999999999999,-0.0072,-0.0288,0.0129,0.0250999999999999,0.0038,-0.093282,0.051772,0.018972,-0.019198,-0.092509,71,11.92351740837019,-0.030575349097400978,2.0
10032,72913210,PLXS,7980,2025-05-30,131.26,3555833.4,0.072123,27090,131.26,202505,0.0605999999999999,-0.0072,-0.0288,0.0129,0.0250999999999999,0.0038,0.068323,0.027455,-0.047986,-0.039437,-0.065328,361,15.084100024124718,-0.03212621455346832,3004.0
10065,00621210,ADX,20023,2025-05-30,20.44,2429559.72,0.083775,118863,20.44,202505,0.0605999999999999,-0.0072,-0.0288,0.0129,0.0250999999999999,0.0038,0.079975,0.058733,0.01415,-0.058624,-0.022812,361,14.703220613715528,-0.033327690008175745,3644.0
10104,68389X10,ORCL,8045,2025-05-30,165.53,464184854.02,0.176308,2804234,165.53,202505,0.0605999999999999,-0.0072,-0.0288,0.0129,0.0250999999999999,0.0038,0.172508,0.317388,0.006783,-0.1614749999999999,-0.026821,361,19.955793423137877,-0.03418386360598442,3755.0
10107,59491810,MSFT,8048,2025-05-30,460.36,3421645955.84,0.166835,7432544,460.36,202505,0.0605999999999999,-0.0072,-0.0288,0.0129,0.0250999999999999,0.0038,0.163035,0.07708,0.049432,-0.057809,-0.0449279999999999,361,21.95338754588334,-0.03289441638184662,3205.0
10026,46603210,JJSF,7976,2025-06-30,113.41,2206391.55,-0.008416,19455,113.41,202506,0.0486,-0.0002,-0.0161,-0.032,0.0144,0.0034,-0.011816,-0.0079849999999999,-0.115074,-0.019671,0.004709,362,14.606868956245894,0.018905179106953517,1.0
10028,29402E10,ELA,7978,2025-06-30,6.12,159089.4,0.055172,25995,6.12,202506,0.0486,-0.0002,-0.0161,-0.032,0.0144,0.0034,0.051772,-0.117779,-0.093282,0.018972,-0.019198,72,11.97722158734205,0.018905179106953517,2.0
10032,72913210,PLXS,7980,2025-06-30,135.31,3651340.35,0.030855,26985,135.31,202506,0.0486,-0.0002,-0.0161,-0.032,0.0144,0.0034,0.027455,-0.061119,0.068323,-0.047986,-0.039437,362,15.110604877328296,0.018905179106953517,3.0
10065,00621210,ADX,20023,2025-06-30,21.71,2580515.73,0.062133,118863,21.71,202506,0.0486,-0.0002,-0.0161,-0.032,0.0144,0.0034,0.058733,0.0125079999999999,0.079975,0.01415,-0.058624,362,14.763499832270224,0.018905179106953517,4.0
10104,68389X10,ORCL,8045,2025-06-30,218.63,614095158.79,0.320788,2808833,218.63,202506,0.0486,-0.0002,-0.0161,-0.032,0.0144,0.0034,0.317388,0.159798,0.172508,0.006783,-0.1614749999999999,362,20.235660455845657,0.018905179106953517,5.0
10107,59491810,MSFT,8048,2025-06-30,497.41,3697745940.0,0.08048,7434000,497.41,202506,0.0486,-0.0002,-0.0161,-0.032,0.0144,0.0034,0.07708,0.069156,0.163035,0.049432,-0.057809,362,22.030989265550172,0.018905179106953517,6.0
10026,46603210,JJSF,7976,2025-07-31,112.89,2196274.95,-0.004585,19455,112.89,202507,0.0197999999999999,-0.0015,-0.0127,-0.0031,-0.0207,0.0034,-0.0079849999999999,-0.015493,-0.011816,-0.115074,-0.019671,363,14.60227327869211,0.01194990751334686,1.0
10028,29402E10,ELA,7978,2025-07-31,5.42,140892.9,-0.114379,25995,5.42,202507,0.0197999999999999,-0.0015,-0.0127,-0.0031,-0.0207,0.0034,-0.117779,0.3744289999999999,0.051772,-0.093282,0.018972,73,11.855755306269373,0.01194990751334686,2.0
10032,72913210,PLXS,7980,2025-07-31,127.5,3440842.5,-0.057719,26987,127.5,202507,0.0197999999999999,-0.0015,-0.0127,-0.0031,-0.0207,0.0034,-0.061119,0.070788,0.027455,0.068323,-0.047986,363,15.051226912154036,0.01194990751334686,3.0
10065,00621210,ADX,20023,2025-07-31,21.6,2567440.8,0.015908,118863,21.6,202507,0.0197999999999999,-0.0015,-0.0127,-0.0031,-0.0207,0.0034,0.0125079999999999,0.0003669999999999,0.058733,0.079975,0.01415,363,14.758420163070143,0.01194990751334686,4.0
10104,68389X10,ORCL,8045,2025-07-31,253.77,712797550.41,0.163198,2808833,253.77,202507,0.0197999999999999,-0.0015,-0.0127,-0.0031,-0.0207,0.0034,0.159798,-0.112718,0.317388,0.172508,0.006783,363,20.384707997540893,0.01194990751334686,5.0
10107,59491810,MSFT,8048,2025-07-31,533.5,3965594061.0,0.072556,7433166,533.5,202507,0.0197999999999999,-0.0015,-0.0127,-0.0031,-0.0207,0.0034,0.069156,-0.0524899999999999,0.07708,0.163035,0.049432,363,22.100921507039903,0.01194990751334686,6.0
10026,46603210,JJSF,7976,2025-08-29,111.57,2172044.76,-0.011693,19468,111.57,202508,0.0185,0.0487999999999999,0.0441999999999999,-0.0068,0.0208,0.0038,-0.015493,-0.1353919999999999,-0.0079849999999999,-0.011816,-0.115074,364,14.591179567558433,-0.02744937039178622,3186.0
10028,29402E10,ELA,7978,2025-08-29,7.47,193958.55,0.378229,25965,7.47,202508,0.0185,0.0487999999999999,0.0441999999999999,-0.0068,0.0208,0.0038,0.3744289999999999,0.042215,-0.117779,0.051772,-0.093282,74,12.175399755423143,-0.024613401332390903,1410.0
10032,72913210,PLXS,7980,2025-08-29,137.01,3697488.87,0.074588,26987,137.01,202508,0.0185,0.0487999999999999,0.0441999999999999,-0.0068,0.0208,0.0038,0.070788,0.052754,-0.061119,0.027455,0.068323,364,15.123164463420574,-0.04854094203013836,4829.0
10065,00621210,ADX,20023,2025-08-29,21.69,2578138.47,0.004167,118863,21.69,202508,0.0185,0.0487999999999999,0.0441999999999999,-0.0068,0.0208,0.0038,0.0003669999999999,0.024824,0.0125079999999999,0.058733,0.079975,364,14.762578173218806,-0.048152028772303596,4734.0
10104,68389X10,ORCL,8045,2025-08-29,226.13,635161406.29,-0.108918,2808833,226.13,202508,0.0185,0.0487999999999999,0.0441999999999999,-0.0068,0.0208,0.0038,-0.112718,0.240409,0.159798,0.317388,0.172508,364,20.269389707691765,-0.04922052009174778,4934.0
10107,59491810,MSFT,8048,2025-08-29,506.69,3766310880.54,-0.04869,7433166,506.69,202508,0.0185,0.0487999999999999,0.0441999999999999,-0.0068,0.0208,0.0038,-0.0524899999999999,0.018923,0.069156,0.07708,0.163035,364,22.049361813041497,-0.04922052009174778,4935.0
10026,46603210,JJSF,7976,2025-09-30,96.09,1867989.6,-0.132092,19440,96.09,202509,0.0339,-0.0218,-0.0105,-0.0206,-0.0222,0.0033,-0.1353919999999999,-0.1227549999999999,-0.015493,-0.0079849999999999,-0.011816,365,14.440373330303606,0.02723241970091087,1.0
10028,29402E10,ELA,7978,2025-09-30,7.81,202786.65,0.045515,25965,7.81,202509,0.0339,-0.0218,-0.0105,-0.0206,-0.0222,0.0033,0.042215,0.160192,0.3744289999999999,-0.117779,0.051772,75,12.219909720130014,0.02723241970091087,2.0
10032,72913210,PLXS,7980,2025-09-30,144.69,3881743.32,0.056054,26828,144.69,202509,0.0339,-0.0218,-0.0105,-0.0206,-0.0222,0.0033,0.052754,-0.036805,0.070788,-0.061119,0.027455,365,15.17179491996862,0.02723241970091087,3.0
10065,00621210,ADX,20023,2025-09-30,22.3,2650644.9,0.028124,118863,22.3,202509,0.0339,-0.0218,-0.0105,-0.0206,-0.0222,0.0033,0.024824,0.040246,0.0003669999999999,0.0125079999999999,0.058733,365,14.790313526846097,0.02723241970091087,4.0
10104,68389X10,ORCL,8045,2025-09-30,281.24,799203645.36,0.243709,2841714,281.24,202509,0.0339,-0.0218,-0.0105,-0.0206,-0.0222,0.0033,0.240409,-0.06837,-0.112718,0.159798,0.317388,365,20.49912634654948,0.02723241970091087,5.0
10107,59491810,MSFT,8048,2025-09-30,517.95,3849967929.6,0.022223,7433088,517.95,202509,0.0339,-0.0218,-0.0105,-0.0206,-0.0222,0.0033,0.018923,-0.00397,-0.0524899999999999,0.069156,0.07708,365,22.071330655237382,0.02723241970091087,6.0
10026,46603210,JJSF,7976,2025-10-31,84.65,1645596.0,-0.119055,19440,84.65,202510,0.0196,-0.013,-0.031,-0.0521,-0.0403,0.0037,-0.1227549999999999,0.087963,-0.1353919999999999,-0.015493,-0.0079849999999999,366,14.313613186593576,0.021804684209196217,1.0
10028,29402E10,ELA,7978,2025-10-31,9.09,236021.85,0.163892,25965,9.09,202510,0.0196,-0.013,-0.031,-0.0521,-0.0403,0.0037,0.160192,0.265427,0.042215,0.3744289999999999,-0.117779,76,12.371679664467807,0.021804684209196217,2.0
10032,72913210,PLXS,7980,2025-10-31,139.9,3753237.2,-0.033105,26828,139.9,202510,0.0196,-0.013,-0.031,-0.0521,-0.0403,0.0037,-0.036805,0.018801,0.052754,0.070788,-0.061119,366,15.138129278891064,0.021804684209196217,3.0
10065,00621210,ADX,20023,2025-10-31,23.28,2824725.36,0.043946,121337,23.28,202510,0.0196,-0.013,-0.031,-0.0521,-0.0403,0.0037,0.040246,-0.009547,0.024824,0.0003669999999999,0.0125079999999999,366,14.853921700137615,0.021804684209196217,4.0
10104,68389X10,ORCL,8045,2025-10-31,262.61,748646749.73,-0.06467,2850793,262.61,202510,0.0196,-0.013,-0.031,-0.0521,-0.0403,0.0037,-0.06837,-0.233989,0.240409,-0.112718,0.159798,366,20.43377780103053,0.021804684209196217,5.0
10107,59491810,MSFT,8048,2025-10-31,517.81,3848559652.18,-0.00027,7432378,517.81,202510,0.0196,-0.013,-0.031,-0.0521,-0.0403,0.0037,-0.00397,-0.051018,0.018923,-0.0524899999999999,0.069156,366,22.07096479893025,0.021804684209196217,6.0
10026,46603210,JJSF,7976,2025-11-28,92.35,1786326.05,0.090963,19343,92.35,202511,-0.0013,0.0147,0.0375999999999999,0.0141999999999999,0.0068,0.003,0.087963,-0.016534,-0.1227549999999999,-0.1353919999999999,-0.015493,367,14.395671582547347,-0.03148064260794232,3759.0
10028,29402E10,ELA,7978,2025-11-28,11.53,299353.39,0.268427,25963,11.53,202511,-0.0013,0.0147,0.0375999999999999,0.0141999999999999,0.0068,0.003,0.265427,0.157051,0.160192,0.042215,0.3744289999999999,77,12.609380060825872,-0.06263838195426019,5457.0
10032,72913210,PLXS,7980,2025-11-28,142.95,3827343.3,0.021801,26774,142.95,202511,-0.0013,0.0147,0.0375999999999999,0.0141999999999999,0.0068,0.003,0.018801,0.024932,-0.036805,0.052754,0.070788,367,15.157681465114164,-0.04748649861921093,4254.0
10065,00621210,ADX,20023,2025-11-28,22.67,2750709.79,-0.006547,121337,22.67,202511,-0.0013,0.0147,0.0375999999999999,0.0141999999999999,0.0068,0.003,-0.009547,0.025272,0.040246,0.024824,0.0003669999999999,367,14.827369541793818,-0.025862922345887763,3119.0
10104,68389X10,ORCL,8045,2025-11-28,201.95,575717646.35,-0.230989,2850793,201.95,202511,-0.0013,0.0147,0.0375999999999999,0.0141999999999999,0.0068,0.003,-0.233989,-0.03826,-0.06837,0.240409,-0.112718,367,20.171127901165157,-0.0238223418781544,1600.0
10107,59491810,MSFT,8048,2025-11-28,492.01,3656804299.78,-0.048018,7432378,492.01,202511,-0.0013,0.0147,0.0375999999999999,0.0141999999999999,0.0068,0.003,-0.051018,-0.020452,-0.00397,0.018923,-0.0524899999999999,367,22.019855460812444,-0.0238223418781544,1601.0
